product_Id,vendor_name,product_name,product_description,parent_category,sub_category
1291,Edwards Garment,Mens Batiste Cafe Shirt,"Edwards This men's batiste café Shirt offers all day comfort and on trend fashion details. This modern fit has a narrow collar and hidden placket. Soft and supple fabric is accented with an understated contemporary weave pattern. Scotchgard™ finish for easy stain release. Perfect for resorts; restaurants or hotel properties. Embroiders well. Companion style is #5291 
100% Polyester; 3.5/3.75 oz. wt. 
Traditional fit; Scotchgard™ finish
Contemporary café collar-2 1/2” collar points 
Two-button adjustable cuff 
Covered placket and no pocket 
Straight back yoke seam 
Soil release; wrinkle resistant and moisture wicking
Rental Ready; Home or Industrial launder
Men's Sizes: Regular; S - 3XL; Tall; LT - 6XLT",Apparel,Dress Shirts & Button Downs
1292,Edwards Garment,Mens Batiste Dress Shirt,"Edwards New Fit; Same Quality Fabric!
Edwards This men's dress shirt shirt offers a traditional fit with updated features. The fabric is soft and easy to care for with Scotchgard™ finish for easy stain release. Ladies companion is #5292. Embroiders well.
100% Polyester; 3.5/3.75 oz. wt. 
Contemporary pattern accents this soft; supple fabric 
2 1/2” collar points & permanent stays 
Traditional fit; Scotchgard™ finish
Matching buttons; adjustable cuff 
Left chest pocket with button closure; straight back yoke seam 
Wrinkle resistant; soil release and moisture wicking
Industrial launder or machine washable 
Men's Sizes: Regular; S - 3X; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1295,Edwards Garment,Lightweight Poplin Long Sleeve Mens Shirt,"Edwards This casual men's poplin feels like a dress shirt. Stands up to demanding wear and is offered in a plethora of colors. Great for restaurants; delivery services or customer service. Embroiders well. Ladies companion is #5295 and #5040. 
65% Polyester/35% Cotton; 3.5/3.75 oz. wt. 
Tailored fit; long sleeve shirt with button down collar 
Left chest pocket and matching buttons 
Back box pleat 
Machine washable and wrinkle resistant 
Men's Sizes: Regular; S - 3XL; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1297,Edwards Garment,Flexbatiste Cafe Long Sleeve Mens Shirt,"Elevate your uniform with our Men's FlexBatiste Café woven shirt; expertly designed for both comfort and professionalism. This shirt features a sophisticated mélange-like pattern; combining style with the practicality needed for all work environments. 
100% Recycled Polyester FlexBatiste; 3.5-3.75 oz. 
Traditional fit
4-way stretch fabric 
Covered Placket 
Back Yoke 
Two-Button Adjustable Cuff 
Men's Sizes: Regular; XS-3XL; LT-5XLT
Ladies' companion is 5297",Apparel,Dress Shirts & Button Downs
1298,Edwards Garment,Mens Chambray Roll Up Sleeve Shirt,"Edwards New Traditional Fit; Same Quality Fabric!
Edwards Men's shirt is built for outdoor adventures and indoor style. This chambray shirt is ideal for work; play and special events. A perfect alternative to traditional denim. Embroiders well. Companion style for her is #5298.
75% Cotton/25% Polyester Chambray; 4.8 oz. wt. 
Soft chambray provides cool all day comfort 
Traditional fit; roll-up sleeve with inside tab and button closure 
Twin box-pleat chest pockets with self-fabric reinforcement patch under the pockets 
Left chest pocket has pencil track 
Wicks moisture; laundry friendly 
Men's Sizes: Regular; S - 3XL; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1302,Edwards Garment,Snap Front Shirt,"Edwards Cook shirt with short sleeves and six snap placket for easy closure. Perfect for restaurants; cafeterias or catering. A hardworking shirt with the ideal mix of softness and strength. Embroiders well. Companion style is #1305 
65% Polyester/35% Cotton; 4.25 oz.wt. 
Traditional cook shirt and collar 
Six snaps on placket 
Short sleeve with left chest pocket 
Industrial launder or machine washable 
Unisex sizes: XS - 6XL
View our Culinary Catalog",Apparel,Dress Shirts & Button Downs
1303,Edwards Garment,Button Front Shirt,"Edwards Cook shirt with short sleeves; solid colors and button placket for easy closure. Perfect for restaurants; cafeterias or catering. A hardworking shirt with the ideal mix of softness and strength. Embroiders well. Companion style is #1304 
65% Polyester/35% Cotton; 4.25 oz.wt. 
Traditional cook shirt and collar 
Matching button placket 
Short sleeve with left chest pocket 
Industrial launder or machine washable 
Unisex sizes: XS - 6XL
View our Culinary Catalog",Apparel,Dress Shirts & Button Downs
1305,Edwards Garment,Button Front Shirt With Mesh Back,"Edwards Stay cool and comfortable with this mesh back cook shirt. Perfect for restaurants; cafeterias or catering. A hardworking shirt with the ideal mix of softness and strength. Embroiders well. Companion style is #1302 
65% Polyester/ 35% Cotton poplin; 4.25 oz.
Traditional fit
Left chest pocket 
Short sleeves 
Matching front button placket 
Mesh back; stay cool in the hottest kitchens 
Industrial launder or machine washable 
Unisex Sizes: XS - 6XL 
View our Culinary Catalog",Apparel,Dress Shirts & Button Downs
1314,Edwards Garment,Essential Broadcloth Short Sleeve Mens Shirt,"Edwards Men?s Essential Broadcloth shirt stands up to demanding wear and is certified STANDARD 100 by OEKO-TEX?; tested for harmful substances. Perfect for healthcare; security; transit; delivery service and restaurant programs. Embroiders well. Ladies companion is #5355.
65% Polyester/35% Cotton; 3.1/3.25 oz.wt. 
Performance broadcloth dress shirt with improved fit
Point collar with permanent stays 
Short sleeve with left chest pocket 
Straight back yoke seam 
Certified STANDARD 100 by OEKO-TEX? #20.HUS.06647 Hohenstein HTTI 
Tested for harmful substances. Standard100
Wrinkle resistant and soil release 
Industrial launder or machine washable 
Men's Sizes: Regular; S - 3XL; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1316,Edwards Garment,Mens L/S Stretch Broadcloth Shirt,"Edwards Men's No-Iron Broadcloth Shirt with comfort stretch moves with you. This tailored fit shirt is lightweight yet durable and can be worn tucked or untucked. Companion style is 5316
60% Cotton/ 40% Polyester Broadcloth with comfort stretch; 3.5 oz.
Tailored fit and no ironing
Point collar; traditional placket with dyed to match buttons
Long sleeve with two-button adjustable mitered cuff
Back yoke; outside back pleats and sealed seams
Curved tail for wearing untucked 
Home laundry or Industrial launder
Men's Sizes: Regular; S - 3XL; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1341,Evans Manufacturing,RPET Sandwich Bag,"A perfect way to not only keep a sandwich fresh but also help the planet at the same time. Made from RPET, this sandwich holder bag comes with hook and loop fastener and PEVA lining. Hand wash or cold water machine-washable.",Bags,Others
1350,Edwards Garment,Short Sleeve Bistro Shirt,"Edwards Bistro short sleeve shirt with double breasted placket is restaurant savvy and easy care. The Cotton/Polyester fabric offers the ideal mix of softness and strength. A comfortable shirt that is perfect in casual or formal dining settings. Embroiders well. Companion style is #1351 
65% Polyester/35% Cotton Poplin 
Traditional fit
Double breasted placket with matching buttons 
Short sleeve; stand up collar 
Straight bottom hem 
Industrial launder or machine washable 
Unisex sizes: XS - 6XL
View our Culinary Catalog",Apparel,Dress Shirts & Button Downs
1354,Edwards Garment,Essential Broadcloth Long Sleeve Mens Shirt,"Edwards Men?s Essential Broadcloth shirt stands up to demanding wear and is certified STANDARD 100 by OEKO-TEX?; tested for harmful substances. Perfect for healthcare; security; transit; delivery service and restaurant programs. Embroiders well. Ladies companion is #5354. 
65% Polyester/35% Cotton; 3.1/3.25 oz.wt. 
Performance broadcloth dress shirt with improved fit 
Point collar with permanent stays 
Long sleeve with two-button; adjustable cuff 
Left chest pocket; straight back yoke seam 
Certified STANDARD 100 by OEKO-TEX? #20.HUS.06647 Hohenstein HTTI
Tested for harmful substances. Standard100
Wrinkle resistant and soil release 
Industrial launder or machine washable 
Men's Sizes: Regular; S - 3XL; Tall; M - 6XL",Apparel,Dress Shirts & Button Downs
1382,Edwards Garment,Flexbatiste Banded Collar Long Sleeve Mens Shirt,"Ideal for various industries; from hospitality to retail; our FlexBatiste Banded Collar shirt combines style and functionality seamlessly. Equip your team with a uniform that embodies professionalism and comfort throughout the day. 
100% Recycled Polyester FlexBatiste; 3.5-3.75 oz. 
4-way stretch fabric 
Covered Placket 
Back Yoke 
Two-Button Adjustable Cuff 
Industrial launder or machine washable
Men's Sizes: XS-3XL; LT-5XLT
Ladies' companion is 5382",Apparel,Dress Shirts & Button Downs
1392,Edwards Garment,Mens Batiste Banded Collar Shirt,"Edwards This men's batiste banded collar shirt offers all day comfort and on trend fashion details. This modern fit has a hidden placket and the fabric is accented with an understated contemporary weave pattern. Scotchgard™ finish for easy stain release. Perfect for resorts; restaurants or hotel properties. Embroiders well. Companion style is #5392 
100% Polyester; 3.5/3.75 oz. wt. 
Traditional fit; Scotchgard™ finish
Contemporary pattern accents this soft; supple fabric 
Two-button adjustable cuff 
Covered placket and no pocket 
Modern fit and straight back yoke seam 
Wrinkle resistant; soil release and moisture wicking
Rental Ready; Home or Industrial launder
Men's Sizes: Regular; S - 3XL; Tall; LT - 6XLT",Apparel,Dress Shirts & Button Downs
1396,Edwards Garment,Banded Collar Mens Shirt,"Edwards This men's banded collar long sleeve shirt is soft; colorful and hardworking. This performance broadcloth stands up to demanding wear. Perfect for restaurants; coffee shops or catering. Embroiders well. Companion style is #5396 
65% Polyester/35% Cotton; 3.1/3.5 oz.wt. 
Traditional fit
Performance broadcloth banded collar shirt 
Banded collar with covered placket 
Long sleeve and no pocket 
Two-button adjustable cuff 
Straight back yoke seam 
Rental Ready; Home or Industrial launder 
Men's Sizes: Regular: S - 3XL; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1398,Edwards Garment,Mens Stand-Up Collar Shirt,"Edwards This men's stand-up collar shirt has contemporary styling with a modern fit. The fabric is soft and easy to take care of. Scotchgard™ finish for easy stain release; and is moisture wicking. Ladies' companion is #5398. Embroiders well.
100% Polyester; 3.5/3.75 oz.
Tuff-Tested™; moisture wicking; soil release fabric
Traditional fit; Scotchgard™ finish
Open neckline with stand-up collar
Fly-front with dyed-to-match buttons
Two-button adjustable cuff and back yoke
Rental Ready; Home or Industrial launder
Men's Sizes: Regular; S - 3XL; Tall; MT - 6XLT",Apparel,Dress Shirts & Button Downs
1399,Edwards Garment,Flexbatiste Stand Up Collar Long Sleeve Mens Shirt,"Experience exceptional comfort and freedom of movement with our Men’s FlexBatiste Stand-Up Collar woven shirt. Made to withstand the rigors of daily wear; this shirt is machine washable and retains its shape and color. 
100% Recycled Polyester FlexBatiste; 3.5-3.75 oz. 
4-way stretch fabric
Open Neckline with Stand-Up Collar 
Covered Placket 
Two-Button Adjustable Cuff 
Back Yoke 
Industrial launder or machine washable
Men Sizes: Regular; S - 3XL; Tall; L - 6XL
Ladie's companion is 5399",Apparel,Dress Shirts & Button Downs
1439,Evans Manufacturing,Non-Woven School Pouch,"This pouch has an 80 GSM non-woven construction and features a zippered closure on top. Perfect for pencils, rulers and other school supplies. Can also be used as a personal vanity or makeup pouch bag.",Bags,Others
1449,Evans Manufacturing,Varsity School Pouch,Constructed of 600D polyester. Zipper pouch with reinforced metal holes. Fits most standard 3-ring binders. Adheres to CPSIA guidelines and marking requirements.,Bags,Others
1458,Koozie Group,Garyline® Economy License Plate Frame,"Show off your brand wherever the road takes you with this molded license plate frame with raised panels for your imprint. With four premade fastening holes and built-in retaining clips, they’re designed to keep everything secure. A perfect giveaway for car shows, dealerships, and auto events, this frame turns every drive into a branding opportunity. Customer is responsible for the fit of the frame to ensure the style does not cover registration stickers or other important information.",Accessories,Auto
1458,Koozie Group,Garyline® Economy License Plate Frame,"Show off your brand wherever the road takes you with this molded license plate frame with raised panels for your imprint. With four premade fastening holes and built-in retaining clips, they’re designed to keep everything secure. A perfect giveaway for car shows, dealerships, and auto events, this frame turns every drive into a branding opportunity. Customer is responsible for the fit of the frame to ensure the style does not cover registration stickers or other important information.",Tradeshow,Tradeshow
